city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,surfaceArea,url
Toulouse,31100,buy,flat,2041515,Vente Appartement 2 pièces,2026-06-10T09:58:28.185Z,2026-06-16T18:36:28.816Z,False,2,1,124000,38.21,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-934714
Toulouse,31400,buy,flat,DOM30496,"Appartement-maison d'architecte avec patio, au calme absolu - Toulouse – Jardin des Plantes / Grand Rond",2026-06-10T09:05:25.512Z,2026-06-10T09:05:25.512Z,False,8,3,1390000,270,https://www.bienici.com/annonce/vente/toulouse/appartement/8pieces/ag752647-534774017
Toulouse,31200,buy,flat,MSVU8793,"Grand T3 traversant avec vue panoramique et balcons – Minimes, étage élevé avec ascenseur",2026-06-10T08:18:50.736Z,2026-06-24T10:40:37.702Z,False,3,2,289000,80,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag315078-534759134
Toulouse,31100,buy,flat,TAPP96740,,2026-06-09T23:23:03.678Z,2026-06-09T23:23:03.678Z,False,4,3,173250,76,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ics-sit_SITEA_tra-TAPP96740
Toulouse,31200,buy,flat,ED13594,Quartier Borderouge - T3 avec terrasse et parking sous-sol,2026-06-09T18:24:16.582Z,2026-06-12T12:20:40.953Z,False,3,2,155000,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60009091
Toulouse,31000,buy,flat,1301-SOGEM,Appartement à vendre Toulouse,2026-06-09T13:13:36.485Z,2026-06-09T13:13:36.485Z,False,5,3,540000,111.12,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/netty-sogem-appt-4480
Toulouse,31200,buy,flat,2857-ELYADE,EN EXCLUSIVITE A VENDRE T3 de 60m² à TOULOUSE (31200),2026-06-09T12:55:55.708Z,2026-06-24T13:28:48.354Z,False,3,2,160500,60.04,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company40779suy-appt-5478
Toulouse,31100,buy,flat,3082,TOULOUSE - Lardenne - Lumineux T4 au dernier étage dans une résidence sécurisée avec piscine,2026-06-09T12:11:01.991Z,2026-06-13T05:11:36.209Z,False,4,3,265000,79.93,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-60732636
Toulouse,31000,buy,flat,TAPP391-965242,Appartement,2026-06-08T11:29:47.339Z,2026-06-12T05:18:39.236Z,False,4,3,410000,88,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/citya-1-391-TAPP391-965242
Toulouse,31200,buy,flat,4273,Appartement Toulouse 2 pièce(s) 46 m2,2026-06-06T17:41:45.239Z,2026-06-20T05:08:16.914Z,False,2,1,117500,46,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/laforet-immo-facile-52644245
Toulouse,31400,buy,flat,3236,TOULOUSE SAINT-MICHEL SUPERBE T2 de 44 m² avec PARKING,2026-06-06T08:31:36.633Z,2026-06-24T06:44:46.636Z,False,2,1,212000,43.57,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ladresse-1-adresse-14455678
Toulouse,31500,buy,flat,830033786603,"Toulouse Soupetard – Grand T3 lumineux avec balcons, cave et parking",2026-06-05T08:40:29.287Z,2026-06-24T08:38:50.132Z,False,3,2,210000,78,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag060811-533698442
Toulouse,31200,buy,flat,Homki_bjcfc_8,Appartement T3 de 62 m2 avec terrasse plein sud et parking – Toulouse Borderouge,2026-06-05T08:24:58.815Z,2026-06-23T17:45:15.578Z,False,3,2,149900,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag133861-533867192
Toulouse,31300,buy,flat,121173,,2026-06-05T00:23:38.438Z,2026-06-24T00:26:32.716Z,False,3,2,340000,73.49,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/century-21-202_1052_121173
Toulouse,31400,buy,flat,2039543,Vente Appartement 3 pièces,2026-06-03T17:59:38.624Z,2026-06-23T07:26:36.093Z,False,3,2,225000,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-784822
Toulouse,31000,buy,flat,87072439,Toulouse-Carmes,2026-06-03T14:53:10.462Z,2026-06-05T19:09:11.929Z,False,2,1,255000,39.69,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/apimo-87072439
Toulouse,31100,buy,programme,251670398,"Appartements du T2 au T4 à Toulouse, dans un cadre résidentiel intimiste, proche des écoles",2026-06-02T18:20:01.589Z,2026-06-03T18:22:53.957Z,True,"[2, 4]",,"[196000, 350000]","[41.3, 86.5]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 4]pieces/mgc-251670398"
Blagnac,31700,buy,programme,251670530,"Appartements du T2 au T5 à Blagnac, à 10 min à pied du tram Place Georges Brassens",2026-06-02T18:20:01.589Z,2026-06-03T18:22:55.292Z,True,"[2, 5]",,"[219000, 489000]","[41.59, 138.53]","https://www.bienici.com/annonce/vente/blagnac/programme/[2, 5]pieces/mgc-251670530"
Toulouse,31100,buy,flat,2709,Appartement T4 Hippodrome,2026-06-02T15:43:53.192Z,2026-06-03T08:20:42.191Z,False,4,2,110500,87.16,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-60628204
Toulouse,31000,buy,flat,VA2475-DALBADEIMMO,T1 Bis meublé avec terrasse – Investissement locatif clé en,2026-06-02T12:52:55.635Z,2026-06-04T10:49:37.800Z,False,2,1,182000,29,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company39471vzp-appt-2475
Castanet-Tolosan,31320,buy,flat,397892244792797,Résidence 2020 - Gd T2 - ext/verdure - 2 garages,2026-06-02T11:29:08.231Z,2026-06-02T15:22:41.092Z,False,2,1,169000,51,https://www.bienici.com/annonce/vente/castanet-tolosan/appartement/2pieces/ag754248-533178854
Toulouse,31400,buy,flat,3223,TOULOUSE L'ORMEAU TRES BEL APPARTEMENT DE 83 M2 AVEC BALCON CAVE ET PARKINGS.,2026-06-01T18:38:42.969Z,2026-06-03T05:11:11.496Z,False,4,2,287000,82.76,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ladresse-1-adresse-14434345
Toulouse,31000,buy,flat,3007,Appartement T3 dernier Etage  avec balcon & parking,2026-06-01T18:26:49.688Z,2026-06-19T18:45:58.353Z,False,3,2,289500,56,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60734566
Toulouse,31500,buy,flat,TAPP957296,Appartement,2026-06-01T17:25:29.582Z,2026-06-22T23:31:19.304Z,False,3,2,116000,55,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/citya-1-176-TAPP957296
Toulouse,31400,buy,flat,TAPP965601,Appartement,2026-06-01T17:25:29.582Z,2026-06-15T11:28:05.773Z,False,2,1,136000,48.78,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-1-504-TAPP965601
Toulouse,31200,buy,flat,TAPP969580,Appartement,2026-06-01T17:25:29.582Z,2026-06-24T01:27:21.845Z,False,2,1,138000,40,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-1-176-TAPP969580
Toulouse,31200,buy,flat,TAPP950448,Appartement,2026-06-01T17:25:29.582Z,2026-06-16T13:30:36.215Z,False,3,3,145000,59,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/citya-1-176-TAPP950448
Toulouse,31200,buy,flat,TAPP968399A,Appartement,2026-06-01T17:25:29.582Z,2026-06-24T01:27:31.947Z,False,3,2,146000,58.78,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/citya-1-176-TAPP968399A
Toulouse,31000,buy,flat,TAPP965645,Appartement,2026-06-01T17:25:29.582Z,2026-06-03T19:11:51.588Z,False,2,1,153000,33.52,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-1-371-TAPP965645
Toulouse,31200,buy,flat,TAPP969803,Appartement,2026-06-01T17:25:29.582Z,2026-06-12T13:31:13.824Z,False,3,2,183000,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/citya-1-176-TAPP969803
Toulouse,31000,buy,flat,TAPP966840,Appartement,2026-06-01T17:25:29.582Z,2026-06-08T12:22:10.238Z,False,2,1,183000,38.44,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-1-504-TAPP966840
Toulouse,31000,buy,flat,TAPP971624,Appartement,2026-06-01T17:25:29.582Z,2026-06-05T05:09:04.398Z,False,2,1,236000,53,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-1-176-TAPP971624
Toulouse,31100,buy,flat,121162,,2026-06-01T00:31:57.865Z,2026-06-02T05:08:49.008Z,False,2,1,151500,36.24,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/century-21-202_1052_121162
Toulouse,31500,buy,flat,932250392765027,Appt 2 pièces meublé + Garage - Guilheméry,2026-05-30T16:53:39.627Z,2026-06-24T09:49:29.819Z,False,2,1,145000,38,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag754248-532704131
Toulouse,31300,buy,flat,7678,Appartement T3 Toulouse Quartier Patte D'oie,2026-05-30T11:44:13.841Z,2026-06-24T05:50:59.358Z,False,3,2,174000,56.45,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60728277
Toulouse,31400,buy,flat,2026176,Vente Appartement 2 pièces,2026-05-29T17:55:15.906Z,2026-06-03T20:54:32.247Z,False,2,1,108000,25.75,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-921683
Toulouse,31100,buy,flat,Appartement Gironis,T2 RÉSIDENCE MONNÉ DECROIX AVEC PISCINE,2026-05-29T10:42:26.471Z,2026-06-02T19:56:59.008Z,False,2,1,115000,39.69,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/hektor-3122MFRT-622
Toulouse,31500,buy,flat,2020370,Vente Appartement 3 pièces,2026-05-28T12:58:11.160Z,2026-05-30T07:21:32.644Z,False,3,2,205000,71.2,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-909940
Toulouse,31000,buy,flat,2023084,Vente Appartement 1 pièce,2026-05-28T09:56:14.576Z,2026-06-02T18:58:13.194Z,False,1,,120000,24.48,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-916315
Toulouse,31120,buy,programme,251633792,JULES ET LOUIS,2026-05-27T18:19:37.937Z,2026-06-11T18:20:55.840Z,True,"[2, 5]",,"[239000, 459000]","[46.33, 105]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 5]pieces/mgc-251633792"
Mondonville,31700,buy,flat,1742,Appartement T4 de 90m² en dernier Etage avec 25m² de Terrasse,2026-05-27T18:13:52.857Z,2026-06-09T15:53:11.747Z,False,4,3,239900,90,https://www.bienici.com/annonce/vente/mondonville/appartement/4pieces/immo-facile-60698953
Toulouse,31500,buy,flat,2028498,Vente Appartement 4 pièces,2026-05-27T12:57:30.765Z,2026-06-24T11:25:51.916Z,False,4,3,205000,69,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-923923
Toulouse,31500,buy,flat,GSUJ9472,GUILHEMERY - SUPERBE 2 PIECES AVEC DOUBLE TERRASSES PLEIN CIEL ET PARKING,2026-05-27T10:03:10.345Z,2026-06-03T05:12:38.361Z,False,2,1,217000,45,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag315079-532035008
Toulouse,31200,buy,flat,3006,Apt T3 de 2015 - Calme sur Jardin - Expo Sud - Grand Box fermé.,2026-05-26T16:04:14.504Z,2026-06-23T09:32:40.870Z,False,3,2,174900,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60690642
Toulouse,31300,buy,flat,924,,2026-05-25T00:39:50.288Z,2026-06-09T00:49:24.333Z,False,5,3,290000,103.29,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/century-21-202_3657_924
Toulouse,31100,buy,flat,15,TOULOUSE T5 RENOVE AVEC BALCON,2026-05-23T18:33:26.889Z,2026-06-23T10:08:40.130Z,False,5,4,149500,80,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/immo-facile-60676641
Toulouse,31200,buy,flat,227865789716414,Appt T4 avec loggia parking et garage Borderouge,2026-05-23T17:05:55.947Z,2026-06-23T13:46:40.906Z,False,4,3,195000,88,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag754248-531432548
Toulouse,31300,buy,flat,ED13597,"Quartier Patte d'Oie - T3 avec terrasse, garage et parking",2026-05-22T18:56:18.852Z,2026-06-18T06:57:18.899Z,False,3,2,279000,61,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60152992
Toulouse,31200,buy,flat,VA6260-51-HOMEKARE,CHARMANT APPARTEMENT T4 DUPLEX,2026-05-22T12:40:56.678Z,2026-06-24T12:32:17.257Z,False,4,2,280000,75,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/netty-company35153qdg-appt-6260
Toulouse,31500,buy,flat,13590,TOULOUSE / JOLIMONT : Appartement T3 avec terrasses stationnement et cellier vendu libre,2026-05-21T15:41:07.912Z,2026-06-17T09:42:57.709Z,False,3,2,239000,68.25,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60488102
Toulouse,31200,buy,flat,30315,,2026-05-21T00:45:00.253Z,2026-06-12T02:44:35.455Z,False,2,1,169000,47,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/century-21-202_3118_30315
Toulouse,31300,buy,programme,250229257,Dans un quartier Toulousain en plein expansion disposant de tous les commerces et commodités décrouvrez cette résidence composée d'appartements allant du T1 au T4,2026-05-20T18:16:49.550Z,2026-06-16T18:28:48.922Z,True,2,,218000,39,https://www.bienici.com/annonce/vente/toulouse/programme/2pieces/mgc-250229257
Toulouse,31300,buy,programme,249282146,Dans une résidence située dans un quartier recherché de Toulouse et proche des commerces découvrez ces appartements allant du T2 au T4,2026-05-20T18:16:49.550Z,2026-06-20T06:02:22.790Z,True,3,,370000,60,https://www.bienici.com/annonce/vente/toulouse/programme/3pieces/mgc-249282146
Toulouse,31200,buy,flat,2028143,Vente Appartement 3 pièces,2026-05-20T12:58:35.735Z,2026-06-17T08:05:39.377Z,False,3,1,159000,55.6,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-924239
Toulouse,31100,buy,flat,2027963,Vente Appartement 3 pièces,2026-05-20T02:55:31.247Z,2026-06-22T20:35:29.303Z,False,3,2,115000,57,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-917315
Toulouse,31500,buy,flat,EK3Z-4S4-X6S,"TOULOUSE - Grand T3/T4 traversant avec double balcon, cellier, parking couvert et vue dégagée",2026-05-18T13:48:40.664Z,2026-06-19T17:50:40.561Z,False,3,2,199500,73,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag314200-530409956
Toulouse,31200,buy,flat,30183,,2026-05-18T00:37:35.504Z,2026-06-23T00:31:25.736Z,False,3,2,189000,67.76,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/century-21-202_3118_30183
Toulouse,31400,buy,flat,30312,,2026-05-17T00:41:27.184Z,2026-06-24T00:36:47.297Z,False,1,0,115500,24,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/century-21-202_3118_30312
Toulouse,31000,buy,flat,V137,"T5 de 116 m² avec terrasse, garage et cave au cœur du quartier de l'Ormeaux",2026-05-15T15:01:19.612Z,2026-06-21T01:49:31.394Z,False,5,4,315000,116,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/gedeon-33231694
Toulouse,31100,buy,flat,VA2066-TOULOUSEIMMO,Appartement T3 dernier étage avec terrasse,2026-05-15T12:34:25.608Z,2026-06-23T01:44:05.954Z,False,3,2,138500,57.85,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company51640rhc-appt-4652
Toulouse,31100,buy,flat,2020932,Vente Appartement 5 pièces,2026-05-15T09:58:28.845Z,2026-06-09T21:06:33.271Z,False,5,4,170000,123,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/iad-france-912478
Toulouse,31200,buy,flat,2021849,Vente Appartement 3 pièces,2026-05-13T17:58:18.911Z,2026-06-12T18:59:41.687Z,False,3,2,225000,53.2,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-917176
Toulouse,31100,buy,flat,4401,TOULOUSE FONTAINE LESTANG T5 112M² Garage Parking Jardin,2026-05-13T09:30:15.329Z,2026-06-22T18:42:43.256Z,False,5,3,385000,112,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/immo-facile-59420031
Toulouse,31200,buy,flat,NOQT4364,"Toulouse Minimes – Grand T4 lumineux avec balcons, étage élevé et parking !",2026-05-11T17:32:16.526Z,2026-06-24T10:40:37.900Z,False,4,3,213000,75,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag315078-529237685
Toulouse,31200,buy,flat,TAPP277148867,,2026-05-06T09:35:47.976Z,2026-06-24T09:32:35.637Z,False,2,1,109000,47.26,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ics-cal_CALISSATOU_tra-TAPP277148867
Toulouse,31100,buy,flat,2706,Appartement T2 Hippodrome,2026-05-05T18:04:27.350Z,2026-06-04T13:16:03.369Z,False,2,1,71000,48.59,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/immo-facile-60493805
Toulouse,31000,buy,flat,2004993,Vente Appartement 2 pièces,2026-05-04T17:59:59.417Z,2026-06-24T07:44:07.633Z,False,2,1,200000,28,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-881547
Blagnac,31700,buy,flat,VA5903-MIDIIMMOBILIER,PROCHE CENTRE BLAGNAC : T2 BIS AVEC JARDIN,2026-05-04T17:29:36.049Z,2026-06-09T21:30:45.304Z,False,3,2,225000,55.23,https://www.bienici.com/annonce/vente/blagnac/appartement/3pieces/netty-midiimmobilier-appt-5903
Toulouse,31400,buy,flat,AVAP10015795,L'Ormeau / Montaudran - T3 rénové avec box de stockage,2026-05-04T09:58:08.887Z,2026-06-23T07:18:13.597Z,False,3,2,175000,50,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-conseillim-15795
Toulouse,31300,buy,flat,6C6F4710231C4F60,Résidence Etudiante,2026-05-03T00:22:51.341Z,2026-06-24T11:52:28.829Z,False,1,,80000,20,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-527698889
Toulouse,31300,buy,flat,2010476,Vente Appartement 2 pièces,2026-05-02T17:58:01.514Z,2026-06-02T03:39:14.617Z,False,2,1,155000,42.53,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-887654
Toulouse,31000,buy,flat,VA4291-TAUR,T2 RENOVE LES CHALETS PROCHE JEANNE D'ARC,2026-05-01T20:47:20.812Z,2026-06-23T17:35:52.202Z,False,2,1,189000,31,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-taur-appt-4291
Toulouse,31000,buy,flat,VA6265-HOMEKARE,LUMIÈRE ET CHARME,2026-05-01T00:46:14.740Z,2026-06-24T12:32:22.258Z,False,3,2,244000,55,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company35153qdg-appt-6265
Toulouse,31000,buy,flat,1,Appartement T4 Toulouse  MATABIAU  Garage Cellier Terrasses 137 m2,2026-04-30T21:50:14.352Z,2026-06-13T06:46:15.376Z,False,4,3,550000,138,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-60534067
Toulouse,31300,buy,flat,418,,2026-04-30T00:39:56.646Z,2026-06-20T00:49:34.790Z,False,3,2,266000,64.08,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/century-21-202_3657_418
Toulouse,31200,buy,flat,467-TYPIQUEMENTIMMO31,"APPARTEMENT T2 40,5m² avec JARDIN et PARKING",2026-04-29T20:17:43.426Z,2026-05-28T12:23:08.724Z,False,2,1,128000,40.5,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company56070hnm-appt-2244
Toulouse,31200,buy,flat,476,"Toulouse - 31200 - T2 La Vache -pied du métro - Dernier étage, balcon, parking sous-sol",2026-04-29T18:06:42.371Z,2026-06-24T06:26:44.969Z,False,2,1,133750,38.08,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/immo-facile-59169495
Toulouse,31000,buy,flat,. 00559,CARMES - SUPERBE T6 ENTIÈREMENT RÉNOVÉ,2026-04-29T16:10:14.522Z,2026-06-08T14:57:38.136Z,False,6,4,1095000,189,https://www.bienici.com/annonce/vente/toulouse/appartement/6pieces/apimo-86968967
Toulouse,31000,buy,flat,4420,Appartement Toulouse ST SERNIN T4 (114 m2) + Cave,2026-04-29T15:35:24.558Z,2026-06-04T13:10:07.532Z,False,4,3,570000,114,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-59970048
Toulouse,31100,buy,flat,462-TYPIQUEMENTIMMO31,APPARTEMENT T2 41m² avec BALCON ET PARKING,2026-04-29T07:43:14.941Z,2026-06-02T06:39:40.389Z,False,2,1,80000,41,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company56070hnm-appt-2236
Toulouse,31200,buy,flat,465-TYPIQUEMENTIMMO31,"APPARTEMENT T2BIS 46,5m² avec BALCON et PARKING",2026-04-29T07:43:14.941Z,2026-06-20T16:22:00.938Z,False,2,2,109000,46.5,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company56070hnm-appt-2240
Toulouse,31100,buy,flat,455-TYPIQUEMENTIMMO31,"APPARTEMENT T2 40m² avec JARDIN, GARAGE, PARKING",2026-04-29T07:43:14.941Z,2026-06-04T22:05:07.298Z,False,2,1,160000,40,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company56070hnm-appt-2232
Toulouse,31400,buy,flat,APA13582,T3 duplex avec terrasse et parking - Investissement locatif,2026-04-28T15:45:24.715Z,2026-06-12T12:21:17.956Z,False,3,2,180000,67.21,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60497660
Toulouse,31400,buy,flat,1109,Toulouse rue Bonnat   Beau potentiel pour ce T3 traversant a,2026-04-28T10:45:13.072Z,2026-05-28T19:09:57.313Z,False,3,2,210000,70.3,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-signature-immobiliere31-2598
Toulouse,31200,buy,flat,448797ROV,T4 EX T5 107 m2 + double garage boxé CROIX DAURADE limite BONNEFOY-ROSERAIE,2026-04-26T05:04:36.048Z,2026-06-24T11:05:48.934Z,False,4,3,360000,107,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag440414-526448696
Toulouse,31200,buy,flat,1935,,2026-04-26T00:35:47.771Z,2026-06-18T00:35:58.366Z,False,3,2,155000,52,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/century-21-202_3607_1935
Toulouse,31400,buy,flat,448651MGP,Appartement T3 de 64 m2 - Parking,2026-04-25T06:01:23.336Z,2026-06-24T11:08:24.155Z,False,3,2,195000,64,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag440414-526312772
Toulouse,31300,buy,flat,3B51D0438FD5438D,Résidence Affaires,1970-01-01T00:00:00.000Z,2026-06-24T11:52:41.305Z,False,1,,69000,26,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/ag750949-526286942
Toulouse,31000,buy,flat,69-DONA,Appartement T3 - Toulouse - Amidonniers / Compans Caffarelli,1970-01-01T00:00:00.000Z,2026-05-25T16:04:28.234Z,False,3,2,320000,69.21,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company41053fpu-appt-1959
Toulouse,31200,buy,programme,250229221,Appartements allant du T2 au T4 nichés au coeur d'une résidence moderne alliant confort et qualité de vie,1970-01-01T00:00:00.000Z,2026-06-21T18:23:12.547Z,True,2,,135000,47,https://www.bienici.com/annonce/vente/toulouse/programme/2pieces/mgc-250229221
Toulouse,31200,buy,flat,2827-ELYADE,EN EXCLUSIVITE - A vendre - Appartement T1 de 27.88m² à TOULOU,1970-01-01T00:00:00.000Z,2026-06-24T13:28:43.085Z,False,1,,108000,28.61,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/netty-company40779suy-appt-4822
Toulouse,31000,buy,flat,312628502,Appartement,1970-01-01T00:00:00.000Z,2026-05-31T05:07:04.846Z,False,2,1,202500,60,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/adapt-immo-312628502
Toulouse,31500,buy,flat,VA1908-GESTIONSYNDICCARRIEU,"Appartement 2 pièces 47,23",1970-01-01T00:00:00.000Z,2026-05-28T12:22:03.229Z,False,2,1,137000,47.23,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-company56888tpl-appt-1908
Toulouse,31200,buy,flat,1993119,Vente Appartement 4 pièces,1970-01-01T00:00:00.000Z,2026-06-24T13:55:32.735Z,False,4,3,260000,74,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-868540
Toulouse,31100,buy,flat,VA3578-OGP,Appartement T2,1970-01-01T00:00:00.000Z,2026-06-24T13:51:28.572Z,False,2,1,124200,42.53,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-ogp-appt-3578
Toulouse,31500,buy,flat,TAPP277148840,,1970-01-01T00:00:00.000Z,2026-06-23T23:14:05.567Z,False,3,2,289000,60,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ics-cro_CROIX_SUD_IMMO_tra-TAPP277148840
Toulouse,31200,buy,programme,423,L'ARCHIPEL,1970-01-01T00:00:00.000Z,2026-06-19T18:26:59.038Z,True,"[2, 5]",,"[179900, 309900]","[37.44, 100.39]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 5]pieces/mgc-250601546"
Toulouse,31400,buy,programme,431,HOME SPIRIT 2,1970-01-01T00:00:00.000Z,2026-06-24T06:10:05.477Z,True,"[2, 4]",,"[217900, 344990]","[39.7, 82.87]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 4]pieces/mgc-250321951"
Toulouse,31400,buy,flat,1994836,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-06-10T19:04:09.862Z,False,2,1,194000,40.52,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-863392
Toulouse,31000,buy,flat,1978690,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-06-18T19:01:46.369Z,False,2,1,220000,41.91,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-2042274
Toulouse,31000,buy,flat,27551,,1970-01-01T00:00:00.000Z,2026-06-09T00:22:30.540Z,False,7,3,631500,160,https://www.bienici.com/annonce/vente/toulouse/appartement/7pieces/century-21-202_432_27551
Toulouse,31000,buy,programme,33068,Toulouse à 9 min à pied du bus L9 direction Place du Capitole,1970-01-01T00:00:00.000Z,2026-06-24T12:49:34.119Z,True,"[2, 5]",,"[243500, 481900]","[49.35, 128.63]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 5]pieces/visiteonline-p_6223201"
Toulouse,31000,buy,programme,32909,Toulouse entre les Argoulets et la Roseraie,1970-01-01T00:00:00.000Z,2026-06-24T12:49:33.950Z,True,3,,302434,67.8,https://www.bienici.com/annonce/vente/toulouse/programme/3pieces/visiteonline-p_6223200
Castanet-Tolosan,31320,buy,programme,30049,Castanet-Tolosan sur les hauteurs proche du centre-ville,1970-01-01T00:00:00.000Z,2026-06-24T12:49:34.037Z,True,4,,419000,84.79,https://www.bienici.com/annonce/vente/castanet-tolosan/programme/4pieces/visiteonline-p_6223195
